 Structure Age Ascl1 Bdnf Creb1 Cux2 Fez1 Hes1 Mef2c Myt1l Neurod1 Neurog1 Neurog2 Nog Olig2 Otx1 Otx2 Pax3 Pax5 Pax6 Pou3f2 Pou4f2 Prox13 Satb2 Sox10 Sox11 Sox12 Sox2 Sox3 Sox4 Sox5 Sox6 Sox7 Sox8 Sox9 Stat3
6 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
7 0 7.98996 0.0323449 0.240974 3.93635 8.74492 0.380086 0.18797 0.0419552 0.861089 3.81435 4.98588 0.504323 0.318842 0.0333841 8.20845 7.23892 0.935312 6.61392 35.3936 0.0382729 -1 0.103089 1.65026 9.88167 2.43893 10.4138 9.26652 15.3776 0.403766 0.075534 0.0792996 0.014743 0.470274 0.235894
7 1 1.18338 0.0203301 0.244028 1.94466 11.4489 1.29468 0.15995 3.16136 0.624067 0.321305 3.12506 0.0900154 0.251849 0.335595 6.69439 1.70561 6.38863 1.13731 13.3522 0.0480194 -1 0.101656 0.112191 1.23264 0.529693 8.14334 0.630233 5.23009 0.447632 0.497845 0.474162 0.19918 0.359355 0.0765597
7 2 0.689019 0.0831436 0.136464 1.12995 10.1183 0.140116 0.150951 6.60406 0.896122 0.110413 0.69466 0.0501092 0.757914 0.156866 3.66298 0.90733 3.5363 2.79857 13.1327 0.0331828 -1 0.0846486 0.0369089 0.353297 3.81088 2.21293 0.608503 5.30655 0.231155 0.126037 0.0510387 0.163788 0.0457308 0.135177
7 3 1.07037 0.265559 0.0193098 3.14808 7.93112 1.33722 0.237453 7.2088 4.30902 0.470202 0.875523 0.110466 3.16437 0.0618551 3.44373 0.339457 1.10382 5.80162 8.42172 0.14967 -1 0.267685 1.16984 1.59021 2.56688 6.23582 0.0235134 0.120362 0.0736003 0.199494 0.146888 0.786938 0.907267 0.222415
7 4 0.758796 0.0960965 0.0386181 3.62952 15.1549 0.289303 0.444338 4.25818 8.35369 0.680909 2.71237 0.141071 4.72932 0.175505 1.19 2.20046 1.48804 5.96697 13.1287 0.070214 -1 0.645825 0.476537 0.877381 5.80747 1.41937 0.325856 2.59447 2.65696 0.0795754 0.0366465 1.09607 0.222682 0.65465
7 5 1.3717 0.487613 0.444571 2.78432 8.93725 0.105639 0.395467 5.47126 6.52389 0.766818 1.02522 2.48098 3.80562 0.84582 1.83021 0.0500431 0.0392243 4.01941 9.09263 0.259132 -1 1.25792 5.65389 4.58708 1.22571 2.76781 -1 2.51458 0.963499 1.83883 2.22026 5.58118 0.0741818 1.19765
7 6 1.03492 0.124748 0.0693964 1.63243 11.2527 0.0108422 1.25467 3.11968 12.8319 0.27294 0.196821 0.297214 0.855231 0.0445217 0.881559 0.0960796 0.0847122 0.338737 3.91652 0.107336 -1 0.177814 5.20083 0.0433771 1.81645 2.84329 0.290668 0.222737 1.04149 0.150743 0.0746742 2.87722 0.0320164 0.505421
7 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
8 0 8.99271 0.0141099 0.284586 7.70491 10.7039 0.373829 0.118515 0.263101 1.06423 6.4726 4.51471 0.158542 0.139175 0.0509128 0.354861 3.11665 0.0645094 4.50476 39.1284 0.0673928 -1 0.153307 2.3438 9.34699 3.00837 14.7345 7.94083 17.4148 0.325119 0.0384044 0.13499 0.0404731 0.386536 0.182426
8 1 1.04796 0.0160455 0.110718 2.69912 9.3156 1.4894 0.118919 3.18544 1.35987 0.225916 2.00517 0.082083 0.209134 0.0434368 3.94908 0.573165 0.0456971 0.301197 10.591 0.00512309 -1 0.130001 0.728027 0.438474 0.524171 10.3595 0.708745 4.02916 0.645742 0.204113 0.684552 0.160767 0.17909 0.169826
8 2 0.405904 0.126105 0.117234 1.45305 8.54348 0.161024 0.0891418 8.00627 0.311482 0.0371285 0.490667 0.0575008 0.203168 0.0446525 1.79362 0.356592 0.258816 4.76427 12.4052 0.0188338 -1 0.0354095 0.220085 0.599348 4.11185 1.418 0.650148 2.7078 0.515762 0.184595 0.00629152 0.26569 0.0520406 0.280316
8 3 0.784266 0.395006 0.016413 3.64277 9.36214 1.28653 0.117223 12.2203 0.836537 0.614237 0.824424 0.128816 3.10861 0.0483503 1.73983 0.121527 0.503945 3.16713 8.48221 0.103089 -1 0.154183 1.92483 2.21526 2.91352 4.07133 0.0281338 0.0614219 0.300744 0.245522 0.196124 1.31204 0.818737 0.321945
8 4 0.106092 0.215216 0.050365 4.09643 16.8849 0.320501 0.200824 8.27912 1.82664 1.0161 3.32349 0.175159 5.81496 0.270061 1.22151 0.692195 0.724404 3.55537 11.4713 0.0528723 -1 0.748405 0.814445 0.0886323 6.8352 1.39682 0.433661 2.31165 5.43355 0.0580387 0.026389 1.43189 0.166208 0.948065
8 5 1.06296 1.43048 0.269269 4.48251 15.9855 0.123109 0.102367 7.47968 0.527869 0.631722 0.856655 3.42278 7.80353 0.484174 1.24265 0.00463679 0.0373416 1.41861 10.8534 0.176617 -1 0.949379 9.73812 0.179418 1.60402 3.9244 -1 1.57974 1.44352 1.5528 1.74462 10.2543 0.102752 2.0616
8 6 1.51067 0.557064 0.088289 2.48834 15.9666 0.0362203 0.847571 4.78425 0.671019 0.613876 0.340268 0.444246 2.40519 0.0876432 1.73552 0.0548481 0.146732 0.361303 7.33321 0.185803 -1 0.0534907 7.94836 0.0692571 2.3545 4.07908 0.726705 0.382047 2.16193 0.239905 0.124644 5.6301 0.0285851 1.43288
8 7 17.1519 3.71158 -1 6.7084 -1 3.6153 0.272938 -1 0.125989 -1 -1 1.12035 6.26595 -1 0.586709 0.170832 -1 0.232796 -1 -1 -1 0.00268894 3.55888 0.0723839 -1 2.54265 -1 -1 0.53387 -1 -1 2.42876 0.140234 2.0229
9 0 3.79417 0.0192492 0.248266 8.86157 9.90685 0.503116 0.164636 0.182025 0.318397 3.74463 3.69346 0.424896 0.134776 0.0597688 0.356396 3.5097 0.0391416 1.48204 37.3373 0.0547977 -1 0.218828 1.27825 15.2536 3.82791 15.2434 8.46208 13.7629 0.453754 0.0732152 0.238747 0.0594065 0.819889 0.182127
9 1 0.67588 0.00581439 0.133963 2.48288 9.90562 1.84859 0.147914 3.33803 1.70795 0.667455 0.21212 0.0174798 0.246288 0.029959 0.619949 0.484158 0.0620903 1.18755 10.551 0.00790437 -1 0.0314424 0.261832 0.763476 0.940379 13.513 0.619139 4.5064 0.717292 0.274203 0.594145 0.352009 0.599371 0.0940425
9 2 0.351769 0.1085 0.136738 1.62498 11.2008 0.157526 0.139103 7.50658 0.0954351 0.0106864 0.194309 0.0223525 0.305464 0.0469494 0.363823 0.5377 0.067697 2.92419 14.525 0.032228 -1 0.0211002 0.252186 0.278984 4.9588 1.69842 0.541523 3.32279 0.388575 0.182953 0.00484823 0.403868 0.0819898 0.222623
9 3 0.940182 0.536465 0.0177161 4.20743 8.63867 1.50749 0.0627811 7.69689 0.204289 0.887116 0.975135 0.201337 3.8213 0.0349007 1.17805 0.0902757 0.577061 4.0142 9.36076 0.0486195 -1 0.258155 2.45006 0.878033 1.92068 4.72363 0.0533925 0.0314902 0.0853269 0.282505 0.285796 1.48655 0.944453 0.489266
