Structure Depth Age Ascl1 Bdnf Creb1 Cux2 Fez1 Hes1 Mef2c Myt1l Neurod1 Neurog1 Neurog2 Nog Olig2 Otx1 Otx2 Pax3 Pax5 Pax6 Pou3f2 Pou4f2 Prox13 Satb2 Sox10 Sox11 Sox12 Sox2 Sox3 Sox4 Sox5 Sox6 Sox7 Sox8 Sox9 Stat3
9 3 4 0.106092 0.215216 0.050365 4.09643 16.8849 0.320501 0.200824 8.27912 1.82664 1.0161 3.32349 0.175159 5.81496 0.270061 1.22151 0.692195 0.724404 3.55537 11.4713 0.0528723 -1 0.748405 0.814445 0.0886323 6.8352 1.39682 0.433661 2.31165 5.43355 0.0580387 0.026389 1.43189 0.166208 0.948065
9 3 5 1.06296 1.43048 0.269269 4.48251 15.9855 0.123109 0.102367 7.47968 0.527869 0.631722 0.856655 3.42278 7.80353 0.484174 1.24265 0.00463679 0.0373416 1.41861 10.8534 0.176617 -1 0.949379 9.73812 0.179418 1.60402 3.9244 -1 1.57974 1.44352 1.5528 1.74462 10.2543 0.102752 2.0616
9 3 6 1.51067 0.557064 0.088289 2.48834 15.9666 0.0362203 0.847571 4.78425 0.671019 0.613876 0.340268 0.444246 2.40519 0.0876432 1.73552 0.0548481 0.146732 0.361303 7.33321 0.185803 -1 0.0534907 7.94836 0.0692571 2.3545 4.07908 0.726705 0.382047 2.16193 0.239905 0.124644 5.6301 0.0285851 1.43288
9 3 7 17.1519 3.71158 -1 6.7084 -1 3.6153 0.272938 -1 0.125989 -1 -1 1.12035 6.26595 -1 0.586709 0.170832 -1 0.232796 -1 -1 -1 0.00268894 3.55888 0.0723839 -1 2.54265 -1 -1 0.53387 -1 -1 2.42876 0.140234 2.0229
10 4 0 7.45699 0.00958191 0.344236 1.31795 6.40854 0.712023 0.0988318 0.0171028 0.400131 0.37874 13.4118 0.166006 0.0522087 0.0715024 31.5316 0.00657829 2.08257 5.65816 20.5335 0.0895351 -1 0.0996147 0.13678 7.63823 2.87636 11.7785 2.67252 9.0171 0.109308 0.0831344 0.0563918 0.0050655 0.402114 0.192915
10 4 1 1.11427 0.00600429 0.124327 1.14002 10.1655 0.876296 0.0998549 2.84674 0.361346 0.077024 4.79429 0.0239325 0.433414 0.877621 9.9859 0.0255274 0.665999 2.71379 13.4216 0.0720229 -1 0.0182393 0.0135307 0.456112 1.70626 7.14463 0.353421 5.7311 1.06107 0.320776 0.593496 0.257215 0.095285 0.0248008
10 4 2 0.17797 0.165194 0.0923164 1.49483 8.76682 0.126239 0.064249 8.46397 0.0935144 0.0149518 0.525362 0.0128208 0.927927 0.704582 3.08841 0.0517284 11.8631 1.21032 11.9883 0.0445288 -1 0.0101782 0.0752396 0.134298 5.36229 1.68876 0.252089 4.13985 0.165003 0.132788 0.00812202 0.245208 0.00605299 0.091328
10 4 3 0.405608 0.491851 0.00595034 3.14328 5.97884 0.657493 0.0572296 6.74676 0.0919152 0.0776548 0.285637 0.0509626 3.12677 0.0799744 4.19536 0.0330485 3.36584 1.90593 9.68525 0.0217745 -1 0.149963 1.15352 0.457906 1.80604 5.30551 0.00264873 0.0176418 0.0356648 0.135191 0.0689879 0.768318 0.447738 0.0964644
10 4 4 0.0681802 0.211337 0.0293366 4.93922 14.812 0.172449 0.110157 5.01791 0.182528 0.485853 2.72621 0.165708 4.19327 0.0906869 1.62718 0.490041 4.12956 1.81657 14.8241 0.0790897 -1 0.672181 0.322124 0.0358207 5.31999 1.14289 0.229238 1.73216 3.49642 0.0187776 0.0146301 0.654891 0.0469068 0.616717
10 4 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
10 4 6 0.428971 0.395936 0.0376058 2.68724 15.6584 0.0253353 0.65246 4.36602 0.0249071 0.144796 0.100256 0.237944 2.88749 0.0933831 0.839055 0.0442034 0.348757 0.144213 8.95174 0.0417168 -1 0.0227223 8.48862 0.0526043 2.77217 4.50401 0.280865 0.345948 1.5167 0.104966 0.0496585 6.24879 0.0223237 1.39649
10 4 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
11 4 0 6.68827 0.0344398 0.216626 2.53292 6.19054 0.95896 0.0857024 0.0353875 0.137792 1.10568 11.1761 0.0982185 0.130301 0.138799 15.9803 3.33551 2.42371 4.92737 31.4718 0.0228373 -1 0.0410029 0.326067 11.6574 1.67321 6.44412 9.34843 8.60401 0.136563 0.0306536 0.10991 0.00568557 0.295672 0.111441
11 4 1 2.60056 0.0118837 0.430011 0.829177 8.98807 0.417784 0.0958418 1.99079 0.141849 0.588626 0.566073 0.0389374 0.115736 2.19635 10.8233 0.513333 7.26905 1.0298 10.4649 0.0266915 -1 0.0214522 0.00792902 0.988824 0.498141 10.3026 0.751928 5.3477 0.381312 1.24932 0.20843 0.287904 0.413194 0.0263312
11 4 2 1.57103 0.0890506 0.210982 0.594726 8.7615 0.115666 0.160105 7.08032 0.266528 0.256586 0.278042 0.00809998 1.33732 0.474204 8.25769 0.246195 10.9976 0.584107 20.4454 0.0315113 -1 0.0211873 0.00975536 0.554572 3.13043 1.53728 0.884681 6.25088 0.190063 0.164355 0.00362557 0.114996 0.047154 0.0745585
11 4 3 0.568523 0.158554 0.0127853 2.11746 6.01003 0.736376 0.76855 8.1547 3.34507 0.415075 0.750404 0.0565269 2.76123 0.0648093 4.44882 0.116367 2.89805 2.39439 9.15276 0.0991017 -1 0.117268 0.471926 2.7399 1.79433 7.45086 0.0268328 0.15951 0.0199393 0.0617047 0.109431 0.386214 0.362163 0.104736
11 4 4 0.118029 0.0861294 0.0348363 3.6321 14.2804 0.124215 1.42245 5.30862 6.24578 0.427145 2.42588 0.180933 4.31684 0.0623228 2.05491 0.385664 2.35409 1.66466 13.4773 0.145286 -1 0.417558 0.235153 0.346937 5.24375 1.29689 0.422498 2.43006 3.39905 0.0256195 0.0239782 0.622912 0.0630283 0.411671
11 4 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
11 4 6 0.472241 0.44083 0.0148479 2.34419 13.5056 0.00689408 1.08189 6.02889 2.21822 0.0994383 0.0778031 0.171572 1.95249 0.0553166 0.780728 0.0250677 0.0955695 0.0647766 8.51649 0.0599213 -1 0.0239083 6.7006 0.020328 2.54915 4.30879 0.249768 0.331419 1.29452 0.0654248 0.0383808 4.38045 0.0094568 0.880708
11 4 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
12 3 0 3.79417 0.0192492 0.248266 8.86157 9.90685 0.503116 0.164636 0.182025 0.318397 3.74463 3.69346 0.424896 0.134776 0.0597688 0.356396 3.5097 0.0391416 1.48204 37.3373 0.0547977 -1 0.218828 1.27825 15.2536 3.82791 15.2434 8.46208 13.7629 0.453754 0.0732152 0.238747 0.0594065 0.819889 0.182127
12 3 1 0.67588 0.00581439 0.133963 2.48288 9.90562 1.84859 0.147914 3.33803 1.70795 0.667455 0.21212 0.0174798 0.246288 0.029959 0.619949 0.484158 0.0620903 1.18755 10.551 0.00790437 -1 0.0314424 0.261832 0.763476 0.940379 13.513 0.619139 4.5064 0.717292 0.274203 0.594145 0.352009 0.599371 0.0940425
12 3 2 0.351769 0.1085 0.136738 1.62498 11.2008 0.157526 0.139103 7.50658 0.0954351 0.0106864 0.194309 0.0223525 0.305464 0.0469494 0.363823 0.5377 0.067697 2.92419 14.525 0.032228 -1 0.0211002 0.252186 0.278984 4.9588 1.69842 0.541523 3.32279 0.388575 0.182953 0.00484823 0.403868 0.0819898 0.222623
12 3 3 0.940182 0.536465 0.0177161 4.20743 8.63867 1.50749 0.0627811 7.69689 0.204289 0.887116 0.975135 0.201337 3.8213 0.0349007 1.17805 0.0902757 0.577061 4.0142 9.36076 0.0486195 -1 0.258155 2.45006 0.878033 1.92068 4.72363 0.0533925 0.0314902 0.0853269 0.282505 0.285796 1.48655 0.944453 0.489266
12 3 4 0.125422 0.157635 0.0345922 4.83313 19.5386 0.337984 0.122049 6.08149 0.640265 0.989744 2.9321 0.232527 6.81616 0.298332 0.73049 0.488199 0.545625 2.91454 13.5824 0.0408694 -1 1.00969 1.04197 0.0326727 5.16179 1.06746 0.5701 1.39714 4.02402 0.0508415 0.0340311 1.71066 0.094317 1.06541
12 3 5 1.14293 0.692435 0.210272 5.40696 17.2703 0.0912257 0.0821436 5.76184 0.516034 0.41246 0.754574 3.31593 7.66003 0.249057 1.33913 0.00398203 0.0165537 0.841834 10.5114 0.10933 -1 0.758607 10.352 0.120106 1.49516 4.07357 -1 1.3982 1.48012 1.4479 1.35443 10.1496 0.0867809 2.02783
12 3 6 2.00269 0.231394 0.0842002 2.63522 16.3456 0.0306539 0.656075 4.17739 0.382031 0.774188 0.289276 0.485185 2.21227 0.0464445 1.53692 0.0549206 0.139741 0.16492 7.05299 0.157024 -1 0.0518846 7.42035 0.0572442 2.35758 4.069 0.387755 0.340314 1.92746 0.198476 0.114168 5.31861 0.0370638 1.73559
12 3 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
13 5 0 8.34666 0.0174618 0.228837 0.931828 4.49185 2.02225 0.365075 0.0353487 1.04219 0.32276 5.80434 0.105116 1.20527 0.00748616 2.38886 0.209911 0.0204864 1.27743 6.35499 0.0916748 -1 2.90408 0.937709 11.8538 2.95268 4.91789 10.7115 6.48091 1.54728 0.157759 0.123712 0.00863121 1.05681 0.396771
13 5 1 2.85545 0.0321779 0.225346 0.667718 7.52799 1.54318 0.149125 4.6505 1.41725 0.188071 0.0543886 0.0290855 0.571619 0.0208027 0.940715 0.14782 0.00869098 1.23799 4.40593 0.00139601 -1 0.172647 0.102089 0.993633 0.269532 7.81735 1.36462 2.87455 1.09611 0.34851 0.642703 0.0379971 0.822527 0.0560554
13 5 2 1.88002 0.0218927 0.121752 0.301082 5.15058 0.330492 0.0865138 5.3211 0.14382 0.0283564 0.352021 0.00765324 0.236545 0.032808 0.150585 0.0129571 0.0208182 0.548599 8.94064 0.00311775 -1 0.3315 0.0348423 0.362443 2.17426 3.12177 0.76289 3.10126 0.804708 0.138478 0.00284732 0.142494 0.234345 0.10629
13 5 3 0.453748 0.202483 0.1112 1.70855 6.14577 1.02444 0.439163 4.87627 0.0464552 0.205667 0.327217 0.0258758 1.6219 0.0140332 1.09298 0.0303273 0.300897 0.897246 8.62263 0.219704 -1 0.896782 0.569438 1.04462 1.62587 3.35933 0.0116411 0.0672127 0.069428 0.257577 0.183024 0.488592 0.543135 0.123298
13 5 4 0.0699365 0.0869795 0.059959 3.60475 17.1376 0.134889 0.417415 5.03958 0.103899 0.303773 2.9391 0.14128 3.11742 0.0681518 0.544605 0.356322 0.30393 1.63577 15.1045 0.0288923 -1 1.13774 0.139976 0.0425444 4.63175 1.60041 0.255536 2.5128 4.3813 0.0675519 0.036965 0.373101 0.135325 0.681565
13 5 5 0.662026 1.97156 0.178486 1.88382 11.6605 0.101265 0.613677 7.25231 0.0286844 0.296165 0.733326 2.7134 2.45665 0.537359 1.44629 0.00271083 0.00281518 0.972507 10.9693 0.227266 -1 1.07955 3.5771 0.093554 1.55164 2.87572 -1 1.08365 1.39461 2.13574 1.48043 6.02076 0.0252828 1.00999
13 5 6 1.68856 0.926092 0.07569 1.59283 12.9143 0.0188556 2.15814 7.96891 0.0662895 0.201929 0.0842596 0.207121 1.23614 0.0705376 0.70317 0.0170143 0.0328917 0.154346 9.08862 0.095877 -1 0.135708 5.50929 0.100833 3.74093 6.08349 0.480129 0.430694 1.61951 0.147277 0.0745988 3.71258 0.029912 1.2559
13 5 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
14 3 0 7.98996 0.0323449 0.240974 3.93635 8.74492 0.380086 0.18797 0.0419552 0.861089 3.81435 4.98588 0.504323 0.318842 0.0333841 8.20845 7.23892 0.935312 6.61392 35.3936 0.0382729 -1 0.103089 1.65026 9.88167 2.43893 10.4138 9.26652 15.3776 0.403766 0.075534 0.0792996 0.014743 0.470274 0.235894
14 3 1 1.18338 0.0203301 0.244028 1.94466 11.4489 1.29468 0.15995 3.16136 0.624067 0.321305 3.12506 0.0900154 0.251849 0.335595 6.69439 1.70561 6.38863 1.13731 13.3522 0.0480194 -1 0.101656 0.112191 1.23264 0.529693 8.14334 0.630233 5.23009 0.447632 0.497845 0.474162 0.19918 0.359355 0.0765597
14 3 2 0.689019 0.0831436 0.136464 1.12995 10.1183 0.140116 0.150951 6.60406 0.896122 0.110413 0.69466 0.0501092 0.757914 0.156866 3.66298 0.90733 3.5363 2.79857 13.1327 0.0331828 -1 0.0846486 0.0369089 0.353297 3.81088 2.21293 0.608503 5.30655 0.231155 0.126037 0.0510387 0.163788 0.0457308 0.135177
14 3 3 1.07037 0.265559 0.0193098 3.14808 7.93112 1.33722 0.237453 7.2088 4.30902 0.470202 0.875523 0.110466 3.16437 0.0618551 3.44373 0.339457 1.10382 5.80162 8.42172 0.14967 -1 0.267685 1.16984 1.59021 2.56688 6.23582 0.0235134 0.120362 0.0736003 0.199494 0.146888 0.786938 0.907267 0.222415
14 3 4 0.758796 0.0960965 0.0386181 3.62952 15.1549 0.289303 0.444338 4.25818 8.35369 0.680909 2.71237 0.141071 4.72932 0.175505 1.19 2.20046 1.48804 5.96697 13.1287 0.070214 -1 0.645825 0.476537 0.877381 5.80747 1.41937 0.325856 2.59447 2.65696 0.0795754 0.0366465 1.09607 0.222682 0.65465
14 3 5 1.3717 0.487613 0.444571 2.78432 8.93725 0.105639 0.395467 5.47126 6.52389 0.766818 1.02522 2.48098 3.80562 0.84582 1.83021 0.0500431 0.0392243 4.01941 9.09263 0.259132 -1 1.25792 5.65389 4.58708 1.22571 2.76781 -1 2.51458 0.963499 1.83883 2.22026 5.58118 0.0741818 1.19765
14 3 6 1.03492 0.124748 0.0693964 1.63243 11.2527 0.0108422 1.25467 3.11968 12.8319 0.27294 0.196821 0.297214 0.855231 0.0445217 0.881559 0.0960796 0.0847122 0.338737 3.91652 0.107336 -1 0.177814 5.20083 0.0433771 1.81645 2.84329 0.290668 0.222737 1.04149 0.150743 0.0746742 2.87722 0.0320164 0.505421
14 3 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
15 5 0 4.8315 0.00973599 0.223335 0.838622 3.48685 1.61389 0.304484 0.0128017 0.233889 0.503599 2.11434 0.0414535 0.493697 0.0400563 3.15955 0.105684 0.0244895 5.63084 6.82943 0.072399 -1 0.800509 0.591508 5.32398 2.75824 9.46605 7.13378 4.57687 0.926032 0.0265804 0.088499 0.014059 0.371836 0.301119
15 5 1 4.3151 0.0100536 0.187304 0.309407 6.21521 1.81579 0.156143 1.31934 0.322917 0.259386 4.31286 0.0133531 0.295298 0.0914241 0.927642 0.0529279 0.0309057 2.25584 5.83776 0.00305927 -1 0.391086 0.0412213 0.749541 0.597678 10.5765 1.44033 3.2047 0.934426 0.239927 0.354349 0.0626975 0.342621 0.0502065
15 5 2 0.802431 0.0391109 0.0899594 0.310155 7.63141 0.234337 0.0980912 3.90009 0.0385565 0.0125856 0.370329 0.0314493 0.288988 0.0599071 0.252676 0.0108038 0.0313202 0.611827 7.30762 0.00821366 -1 0.278821 0.0512061 0.26653 2.26417 4.80589 0.341594 3.51997 0.374863 0.131254 0.00810942 0.0516857 0.12115 0.0984235
15 5 3 0.419788 0.418358 0.0109806 1.04721 5.50485 1.29261 0.150495 3.47198 0.0976562 0.179595 0.410199 0.0789939 2.74508 0.0388767 0.599579 0.0294334 0.424222 0.753307 6.24742 0.149517 -1 0.818784 0.640662 0.945304 0.998442 4.60213 0.0105358 0.0467209 0.0610077 0.303625 0.152459 0.456243 0.734073 0.145321
15 5 4 0.0844158 0.1746 0.0753645 2.73492 17.4961 0.239027 0.215381 4.14134 0.173169 0.547428 2.91833 0.234512 3.1956 0.0953251 0.342171 0.383091 0.394704 1.5163 13.0087 0.0479636 -1 2.54122 0.154433 0.0804943 4.25607 1.46294 0.229438 2.97851 5.10194 0.0952483 0.0422109 0.404719 0.269707 0.891664
15 5 5 1.48402 3.14879 0.34337 2.23043 11.7489 0.110487 0.231571 7.43094 0.0102627 0.490903 1.30918 3.37091 3.23106 0.728958 0.4934 0.00429849 0.00648209 0.963947 11.743 0.369656 -1 1.00013 4.41612 0.031692 1.41404 3.49721 -1 1.30722 1.45052 2.17268 2.4717 7.4547 0.165971 1.61402
15 5 6 1.03615 0.878357 0.0874598 1.25262 10.7645 0.0445918 2.04957 5.23772 0.0595055 0.311246 0.11072 0.279223 1.05778 0.109245 0.436907 0.0287473 0.233864 0.127507 6.88857 0.214727 -1 0.103924 5.31755 0.123956 2.81467 5.6993 0.50546 0.507531 1.26805 0.143819 0.183748 3.66458 0.0569434 2.0229
15 5 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
16 5 0 16.4394 0.00145388 0.206479 1.07353 7.74267 0.809509 0.0327794 0.0123391 1.11768 1.0772 19.0345 0.0621056 3.84312 0.231646 12.2886 0.0286336 0.0249057 18.9221 12.7688 0.011689 -1 0.0430926 0.0186907 6.96497 2.67763 12.2388 2.81293 8.96475 0.357559 0.0550018 0.0341505 0.00743268 0.323944 0.0597171
16 5 1 9.68781 0.00533641 0.200629 0.370899 4.8913 0.66709 0.0527742 1.18787 0.377558 0.549246 3.53044 0.0146808 0.423759 0.43216 10.7883 0.00587132 0.00762681 11.6849 6.04056 0.000784366 -1 0.0259034 0.0135977 2.24064 0.531662 10.12 0.33738 5.81183 0.492695 0.259849 0.174192 0.113542 0.0771899 0.0126665
16 5 2 0.58131 0.0346512 0.0975792 0.393653 7.26365 0.0948664 0.0290901 5.43021 0.349392 0.00535216 1.24017 0.0133215 1.62719 0.0756204 4.11745 0.010682 0.0249227 15.101 12.7025 0.00306828 -1 0.296337 0.0135787 0.36147 3.29124 6.10783 0.352787 4.38631 0.406542 0.186821 0.00265338 0.0884949 0.0373531 0.026107
16 5 3 0.389007 0.125989 0.0348517 2.83545 6.90781 0.64526 0.0390224 6.40558 0.654718 0.0537089 0.78218 0.0161418 2.80997 0.0248856 2.68442 0.0288974 0.0731408 11.7989 9.62189 0.00806833 -1 0.135 0.613468 1.31482 2.64224 2.87189 0.00909841 0.0621269 0.170716 0.0224283 0.0439473 0.41586 0.317057 0.119579
16 5 4 0.0719071 0.0557681 0.0378864 4.1474 15.2166 0.156611 0.130472 5.99731 0.339715 0.259358 3.11748 0.0955751 4.47221 0.0169667 0.480388 0.105188 0.115683 5.8105 14.46 0.0149034 -1 0.697296 0.25739 0.204565 6.94367 1.40675 0.222873 2.32499 5.08586 0.0167726 0.0103141 0.540008 0.0533212 0.456766
16 5 5 0.835386 1.21011 0.189245 4.5591 13.7249 0.0891736 0.745933 8.92721 0.053473 0.16943 0.717367 5.17351 5.75709 0.510268 0.966418 0.0152501 0.0150147 3.18252 12.8089 0.0777058 -1 0.959368 8.4983 0.0985959 1.82045 3.94895 -1 1.21674 1.68286 1.56326 1.16982 8.62246 0.0117296 1.13149
16 5 6 0.725176 0.452777 0.0410497 3.80987 15.8003 0.0487468 1.63127 7.25677 0.0689083 0.0451896 0.11159 0.334146 1.68476 0.0608892 0.42853 0.0155934 0.0332108 1.13819 8.59197 0.0188514 -1 0.0327297 8.91382 0.0166338 3.04688 5.24945 0.775123 0.39336 1.65584 0.173885 0.0351721 6.262 0.00715688 1.1591
16 5 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
17 5 0 10.1894 0.000116575 0.318683 2.53719 3.7576 2.54018 0.312422 0.0218331 0.379154 0.301047 18.8308 0.221323 0.958381 0.032361 19.2219 0.00850309 0.0363955 21.9026 16.3581 0.0367422 -1 0.0668332 0.0127351 11.266 2.76342 15.249 0.72001 9.67497 0.371703 0.0552326 0.110254 0.00577709 0.777343 0.281268
17 5 1 4.65445 0.00661594 0.125162 0.932439 7.24058 0.469711 0.022998 2.53949 0.472333 0.241239 6.1974 0.00834268 0.585717 0.0876219 17.0695 0.0107272 0.0265045 12.6839 7.1636 0.0118676 -1 0.0112921 0.00375464 0.642899 0.919005 10.7326 0.170272 6.26073 0.716572 0.256094 0.264979 0.038553 0.09389 0.00723349
17 5 2 0.19893 0.157863 0.102141 0.506808 9.62839 0.105135 0.158455 6.77475 0.182253 0.0162818 4.43356 0.00927731 1.22612 0.0578654 0.790375 0.00310923 0.441088 8.7501 12.9486 0.0168106 -1 0.0554536 0.0262902 0.172219 3.48759 4.97331 0.169808 3.62593 0.254402 0.166376 0.0180229 0.0756962 0.03542 0.0550712
17 5 3 0.36053 0.703538 0.0279064 2.84041 5.80516 0.813254 0.03081 7.46765 0.316066 0.117326 1.10108 0.0678098 3.36395 0.0378175 1.72217 0.0234653 0.424108 4.72459 10.3083 0.0536772 -1 0.299254 0.684993 0.834174 1.86779 3.25309 0.00531909 0.0228482 0.0538889 0.127305 0.110127 0.407291 0.464141 0.189936
17 5 4 0.082317 0.310459 0.0321193 4.71942 16.6266 0.167136 0.134618 6.57478 0.210895 0.436683 3.46293 0.169828 4.17033 0.0386221 0.622418 0.226898 0.476561 3.54653 16.8196 0.0385405 -1 0.968901 0.190197 0.0804148 6.77045 0.779257 0.258204 1.81645 3.92672 0.0258797 0.0110045 0.385817 0.0727862 0.679396
17 5 5 1.11301 3.34529 0.229857 3.61557 12.7595 0.0862735 0.238996 7.64223 0.567292 0.281544 0.697604 3.62432 4.25774 0.50791 0.335463 0.0187354 0.0304179 1.90181 11.9502 0.105615 -1 0.7432 6.8997 0.188447 1.19674 2.63904 -1 1.39646 0.926545 2.09785 2.26646 8.08933 0.0351711 1.10472
17 5 6 0.885498 1.30916 0.0470611 2.8587 15.4047 0.0391985 1.21994 6.88368 0.0854023 0.194891 0.118843 0.273426 1.8228 0.0899263 0.323553 0.0265408 0.169746 0.570077 9.66106 0.0818962 -1 0.0371781 7.79089 0.133966 2.84021 4.35033 0.30335 0.403614 1.74021 0.171293 0.108523 5.97047 0.0364553 1.40937
17 5 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
18 5 0 8.09905 0.00122758 0.142281 1.13808 6.41923 1.16258 0.0957654 0.00979907 0.690866 0.490782 16.0511 0.0674483 6.06669 0.073855 14.6203 0.00238897 0.0136367 7.87733 11.481 0.0102044 -1 0.0694977 0.0630519 8.46392 2.95985 15.6127 2.55495 7.36075 0.745791 0.0402407 0.0347829 0.00437517 0.464677 0.177267
18 5 1 2.88998 0.0060968 0.130055 0.566696 5.71528 0.339786 0.0940463 2.78114 0.515596 0.125342 2.2039 0.0623348 0.376258 0.0516567 4.27976 0.00637241 0.0261029 11.084 6.24145 0.00462609 -1 0.419209 0.0187723 0.856328 0.649748 5.7331 0.611663 4.00816 0.551603 0.25951 0.161143 0.170023 0.165566 0.0241931
18 5 2 0.238379 0.0470537 0.090183 0.392833 7.8906 0.104162 0.0868484 5.03234 0.0982271 0.0148416 0.597137 0.024683 1.13605 0.0816657 0.394815 0.00769761 0.0192924 3.03706 11.2917 0.0036789 -1 0.12577 0.0187107 0.256173 2.82373 2.53716 0.295324 3.81647 0.385258 0.182962 0.0086937 0.0692371 0.0395528 0.0292997
18 5 3 0.292228 0.316542 0.0101219 2.28631 6.70819 0.824805 0.0770967 5.86913 0.456156 0.0833203 0.426657 0.046929 2.85694 0.03579 1.05463 0.019358 0.177006 2.95125 9.20163 0.0593399 -1 0.47717 0.634303 1.001 1.81468 3.11558 0.00651953 0.0296976 0.0742752 0.088465 0.0814984 0.387944 0.430362 0.310784
18 5 4 0.0756685 0.106671 0.0336253 4.04033 17.2568 0.178248 0.215429 5.94034 0.188641 0.312281 3.52777 0.138378 4.25182 0.0348405 0.215568 0.164734 0.224393 2.86254 15.4577 0.0244172 -1 1.24888 0.205965 0.125999 6.61224 1.7962 0.263176 2.50312 5.34576 0.0395685 0.014638 0.433112 0.0859665 0.697119
18 5 5 0.941982 2.1353 0.229251 2.94479 11.4063 0.0583828 0.362946 8.03672 0.0240044 0.21454 0.626035 3.1471 3.7191 0.555753 0.354999 0.0045309 0.0111055 1.66323 13.0221 0.0949899 -1 0.905008 5.30997 0.0512673 1.49065 2.36119 -1 1.10377 1.25059 1.73807 1.68025 7.02907 0.0245796 1.04129
18 5 6 0.744158 0.722422 0.043707 2.28537 14.6315 0.0356223 1.75736 6.83427 0.0751576 0.126952 0.101161 0.301894 1.52025 0.113089 0.199477 0.0265057 0.0582077 0.802691 8.92756 0.0430547 -1 0.0556694 7.52609 0.0758928 3.44556 5.86878 0.383411 0.385204 1.70773 0.178292 0.0800057 5.84942 0.0159268 1.55476
18 5 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
19 5 0 15.1189 0.0545981 0.146037 4.22945 5.16597 0.270013 0.131525 0.0685257 2.20483 1.21809 13.9626 0.61166 0.725036 0.429066 20.613 3.74429 0.0116514 8.83412 38.5723 0.0114293 -1 0.196985 0.0115032 7.70937 3.55916 8.64268 6.67622 13.8599 1.06229 0.157446 0.543954 0.0429919 0.740013 0.145074
19 5 1 2.77217 0.00918944 0.147827 1.68943 7.68777 1.15372 0.213035 2.94561 0.854591 0.411658 4.31776 0.020882 0.0238015 1.03098 25.2178 2.44056 0.0531876 7.27742 6.28845 0.00410806 -1 0.0480253 0.0083551 0.609447 0.749222 4.87776 1.66348 4.59231 0.646061 0.57779 0.338412 0.191236 0.221988 0.0156103
19 5 2 0.313974 0.0461519 0.123125 0.823591 8.36713 0.131801 0.12391 7.67803 0.190937 0.014906 2.9059 0.0140356 0.363097 0.877118 4.95862 1.88071 0.629206 5.8874 16.496 0.0175561 -1 0.0515287 0.0198558 0.306044 3.73667 2.32724 0.237703 4.10379 1.12314 0.186279 0.00674513 0.062996 0.0375324 0.0823601
19 5 3 0.629802 0.566622 0.0184474 3.5058 9.05122 1.11404 0.852218 9.55846 1.07518 0.376819 1.21399 0.052789 2.65432 0.218064 12.5395 0.406464 0.645028 5.54078 12.0493 0.135449 -1 9.92439 0.890004 1.06117 3.2331 3.94321 0.0421002 0.0731492 0.160849 0.402756 0.286619 0.541945 0.683685 0.132168
