Structure Depth Age Ascl1 Bdnf Creb1 Cux2 Fez1 Hes1 Mef2c Myt1l Neurod1 Neurog1 Neurog2 Nog Olig2 Otx1 Otx2 Pax3 Pax5 Pax6 Pou3f2 Pou4f2 Prox13 Satb2 Sox10 Sox11 Sox12 Sox2 Sox3 Sox4 Sox5 Sox6 Sox7 Sox8 Sox9 Stat3
19 5 4 0.13129 0.110528 0.0316407 4.98119 15.4529 0.104519 1.69923 6.74739 1.21975 0.319634 2.62705 0.174567 3.96506 0.0926492 2.8478 1.42877 0.19173 1.64957 17.0903 0.100197 -1 3.2925 0.211784 0.118743 6.47751 0.725544 0.161485 2.68465 4.06343 0.0206996 0.0197501 0.50518 0.0741033 0.483068
19 5 5 0.719919 1.74283 0.199515 4.50682 13.5124 0.0942264 0.802191 7.7859 0.504261 0.201398 0.570329 3.13231 4.75708 0.813276 3.37391 0.317153 0.0126167 1.02261 13.3367 0.0699587 -1 1.80027 5.93469 0.0817873 1.73593 3.0977 -1 1.29538 0.691396 1.79902 0.749135 6.75492 0.018671 1.33356
19 5 6 0.562591 0.708306 0.0382705 3.37543 15.4177 0.013435 1.04753 8.24651 0.178634 0.0421136 0.0750746 0.180098 1.94631 0.108877 1.04758 0.274018 0.0596063 0.290962 9.76629 0.0307103 -1 0.0339035 7.87629 0.013905 3.24743 4.08932 0.283808 0.392485 1.66062 0.0800781 0.249848 5.67251 0.00540119 1.12237
19 5 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
20 5 0 10.0693 0.00200809 0.276852 8.84729 9.04997 0.201012 0.081458 0.0903747 1.10626 0.380781 28.0633 0.169155 0.234325 0.109523 21.1916 0.0850456 0.0421958 3.17166 33.4403 0.0196562 -1 0.0315005 0.00735278 8.72511 3.49608 9.22596 2.73909 18.9463 0.147544 0.0525732 0.089006 0.027509 1.32233 0.209774
20 5 1 1.20356 0.00862502 0.121906 2.43791 8.4265 0.488775 0.0438814 5.17277 0.342824 0.0803464 2.19618 0.0240511 0.644769 0.424999 16.3138 0.134091 0.0515848 2.87683 13.4568 0.00731808 -1 0.0106319 0.0169594 0.383061 1.38757 8.46964 0.413105 5.74082 0.619884 0.265822 0.433322 0.248907 0.222176 0.02812
20 5 2 0.172888 0.139028 0.0951191 1.14081 8.40411 0.104516 0.0561117 8.63215 0.0594921 0.0140838 1.29223 0.0252884 0.94919 0.609341 2.16684 0.148589 5.78791 1.91948 12.8755 0.0313635 -1 0.0100511 0.0428721 0.103964 4.47459 2.0927 0.203259 4.32388 0.205136 0.230344 0.00554939 0.151191 0.0163949 0.0636848
20 5 3 0.367273 0.663009 0.00622585 3.1724 6.4552 0.734574 0.0188999 8.40552 0.0794439 0.185775 0.233764 0.0269938 3.5331 0.102575 3.41694 0.0566718 1.04881 4.61921 10.3319 0.0213267 -1 0.0795634 0.840851 0.639817 2.19857 3.05097 0.00416052 0.0312518 0.0413926 0.0480588 0.0617139 0.406828 0.347088 0.125559
20 5 4 0.0507237 0.222962 0.0287761 5.14077 15.7774 0.166904 0.0602774 5.78022 0.0736829 0.447692 2.97692 0.160582 4.28195 0.0701008 1.0973 0.271868 1.45847 1.84156 15.9477 0.0143142 -1 0.809916 0.305344 0.0605522 5.92745 0.680703 0.211094 2.13392 3.52027 0.0186187 0.0112614 0.676685 0.0557159 0.567307
20 5 5 0.842993 1.68669 0.20501 4.34466 13.2396 0.0739253 0.0670984 6.90049 0.0551227 0.167369 0.914236 2.42298 4.77767 0.581537 1.008 0.0401805 0.131963 0.652275 11.667 0.0888964 -1 0.880403 7.47206 0.0559892 1.86135 3.39424 -1 1.11132 0.887597 1.53519 1.18447 8.42082 0.0119601 1.24093
20 5 6 0.840853 0.619928 0.0338921 2.7206 14.9408 0.0246956 0.802634 4.41712 0.049324 0.133803 0.155543 0.19201 2.13225 0.0926987 0.396312 0.0374967 0.256317 0.292129 8.88674 0.0747217 -1 0.0253322 8.07166 0.0858364 2.47464 4.23212 0.257508 0.357879 1.40965 0.156998 0.0755494 5.9505 0.0238286 1.33553
20 5 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
21 3 0 9.46398 0.0228326 0.269666 1.53663 4.67253 1.37344 0.223083 0.0679238 0.617098 0.800588 8.21635 0.292479 1.81653 0.104797 3.98852 0.0916355 0.0387244 7.11414 16.1922 0.0346249 -1 0.308963 0.444433 7.70788 4.45162 12.7112 9.2466 7.71694 1.67037 0.301068 0.129329 0.0315683 0.646249 0.312403
21 3 1 4.2581 0.0251727 0.359707 1.27975 14.7941 2.94325 0.698316 2.84946 1.27168 0.907382 4.97311 0.0477317 0.223817 0.146054 1.39252 0.0444556 0.203542 5.79261 8.0978 0.0312692 -1 1.6685 0.0444029 3.07059 0.539613 10.8019 2.24241 4.72921 3.78884 0.45964 0.242421 0.406639 0.350663 0.0517099
21 3 2 0.66352 0.0378348 0.107462 0.950676 9.28964 0.164453 1.56412 7.24074 1.89636 0.0419156 5.79528 0.012018 0.303046 0.0468213 0.89021 0.0398424 0.0301239 3.81576 9.8787 0.0164839 -1 5.64813 0.0419368 2.26137 2.79252 2.14973 0.625675 5.86529 7.0482 0.310529 0.0140944 0.396806 0.0811295 0.122546
21 3 3 0.730106 0.139938 0.0272907 4.79227 10.3201 0.841829 6.18595 6.01099 0.947118 0.136337 1.59437 0.0393082 2.07247 0.0480415 0.803012 0.0416281 0.183364 1.98365 8.3789 0.130714 -1 7.75226 0.569667 5.61828 2.24072 3.22446 0.0376867 0.417696 1.15397 0.174405 0.103403 1.07315 0.653645 0.116175
21 3 4 0.24313 0.0573108 0.0788596 6.66724 16.9978 0.188382 10.6298 6.60672 0.716624 0.512032 2.66704 0.109401 3.70576 0.146267 0.294371 0.159037 0.179668 1.69462 15.0978 0.0365512 -1 9.81917 0.183426 1.20483 6.92143 1.18701 0.514361 4.89411 7.87407 0.0331788 0.0336737 0.79671 0.121446 0.411148
21 3 5 1.38115 2.78296 0.609243 5.14183 15.76 0.250163 10.2033 11.6336 0.822153 0.434416 1.08187 5.78165 3.37431 0.994067 0.766667 0.00847733 0.0200849 1.06729 14.5391 0.194291 -1 6.36609 7.40982 1.11729 2.27365 3.14578 -1 2.86575 2.95693 2.65237 2.3444 7.04532 0.0718054 1.28101
21 3 6 1.21937 1.25392 0.241066 4.5526 15.3447 0.228397 10.9261 12.815 0.53497 0.261184 0.45855 0.778814 1.2471 0.128124 0.582211 0.0798746 0.0897082 0.507016 12.0624 0.0943492 -1 3.37226 6.75531 0.110166 4.69956 4.06072 1.69073 0.842673 3.43012 0.571154 0.140503 4.84998 0.0386595 1.19937
21 3 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
22 5 0 10.7396 0.0286244 0.296702 1.83251 4.8002 1.27974 0.208307 0.0862222 0.747005 1.00124 9.45068 0.413721 1.7999 0.126873 3.76259 0.0903411 0.0462646 8.43793 21.5708 0.0238818 -1 0.134217 0.414669 7.97456 5.13058 13.7095 11.0606 8.62726 2.06059 0.420169 0.150788 0.039896 0.712648 0.326359
22 5 1 4.39756 0.028382 0.403212 1.4794 16.888 3.29799 0.834664 2.999 1.46751 1.07012 5.4002 0.0508946 0.192592 0.165155 1.23659 0.0429179 0.246594 5.99735 8.5365 0.0367066 -1 1.96253 0.0450265 3.58202 0.532034 11.2904 2.57616 5.02872 4.40269 0.492558 0.221317 0.475562 0.35383 0.0538911
22 5 2 0.651247 0.0377685 0.108393 1.01115 9.44511 0.160927 1.67328 7.42652 2.02932 0.0439633 6.29059 0.0110472 0.284701 0.0458032 0.943529 0.0424445 0.0304867 4.01235 9.97537 0.0171976 -1 6.06155 0.0423141 2.40786 2.82064 2.01767 0.642174 6.03318 7.5606 0.320979 0.0146791 0.416406 0.0785896 0.125687
22 5 3 0.769566 0.111315 0.0267645 5.16231 10.78 0.816488 6.95785 6.14931 1.04387 0.134549 1.74402 0.0364965 2.01138 0.0497324 0.796792 0.0441153 0.164995 2.01833 8.46127 0.130488 -1 8.63577 0.563331 6.18451 2.35617 3.14709 0.0417334 0.467488 1.30899 0.169527 0.0986838 1.14885 0.661778 0.105233
22 5 4 0.255982 0.0514281 0.0807336 6.9239 16.9696 0.187636 11.4926 6.72887 0.753308 0.521128 2.63143 0.103069 3.7115 0.152686 0.293299 0.150255 0.168995 1.66218 15.1574 0.0367023 -1 10.3974 0.184093 1.29344 7.05336 1.15095 0.537704 5.07265 8.10533 0.0305132 0.0339662 0.826201 0.117453 0.37982
22 5 5 1.39224 2.79643 0.625974 5.25578 15.9914 0.25986 10.7104 11.7723 0.865447 0.438476 1.08807 5.93692 3.37499 1.01839 0.777818 0.00871356 0.0210408 1.05681 14.6677 0.192897 -1 6.69112 7.56897 1.15427 2.31876 3.16069 -1 2.93694 3.02203 2.68587 2.36526 7.04216 0.0708282 1.28161
22 5 6 1.26152 1.27488 0.246412 4.67139 15.4987 0.236473 11.2164 12.9954 0.549284 0.263121 0.472157 0.807638 1.24595 0.128947 0.590483 0.0821415 0.08793 0.523879 12.1802 0.0931985 -1 3.4973 6.77162 0.110551 4.75671 4.00542 1.74473 0.85386 3.50073 0.586384 0.14128 4.87059 0.0387881 1.18064
22 5 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
23 5 0 6.38487 0.0142637 0.346109 2.52882 5.47712 1.09419 0.123076 0.0135556 1.70705 1.9093 20.5641 0.261516 0.780423 0.316237 23.8158 2.58401 0.0110015 7.75199 26.8139 0.0341736 -1 0.0728596 0.0260238 6.94262 3.00594 18.1185 4.29633 8.24074 0.581027 0.110284 0.0641355 0.0135623 0.160117 0.136394
23 5 1 1.40158 0.0170888 0.176477 0.619693 6.65236 3.74101 0.0988413 0.703393 2.23132 1.30906 9.57186 0.0127024 0.0589367 0.448826 15.0827 0.149635 0.0245832 5.95372 6.515 0.00297454 -1 0.0209788 0.00609035 0.740352 0.480974 10.6796 2.98542 5.32455 0.587754 0.425301 0.396921 0.0712886 0.386741 0.0413068
23 5 2 0.554728 0.0418002 0.0823274 0.411143 6.53576 0.105484 0.0471865 3.60285 1.53928 0.00666279 5.6837 0.00493069 0.558446 0.201425 3.5322 0.060474 0.0628853 6.30685 9.9207 0.00353825 -1 0.202213 0.0106306 0.462475 3.33495 10.8281 0.171544 6.24604 1.36946 0.139787 0.00450876 0.0360723 0.0881843 0.114045
23 5 3 0.48383 0.382585 0.0138006 2.67217 5.43691 0.806921 1.01268 6.02087 2.5804 0.132695 1.50944 0.03666 2.51483 0.0547676 3.82309 0.0390713 0.18624 1.8077 7.15914 0.0345931 -1 1.93759 0.490323 1.38513 2.52488 5.97437 0.00804746 0.103158 0.66522 0.129674 0.111473 0.350528 0.37009 0.117106
23 5 4 0.0732433 0.0805274 0.0493125 5.16578 13.7827 0.232983 0.782489 5.49012 1.38944 0.224631 2.85539 0.267421 4.3054 0.0256688 0.858708 0.164876 0.088417 1.9927 14.8474 0.0202977 -1 0.818387 0.150865 0.590455 7.75727 3.09436 0.137929 3.67975 7.04383 0.0168367 0.0142164 0.522357 0.0435653 0.352203
23 5 5 0.840193 2.38977 0.259762 5.65268 11.3925 0.10202 2.47756 9.91194 1.09152 0.182231 0.820624 6.04437 4.55395 0.479951 1.58649 0.0169905 0.00790291 0.667488 12.5142 0.056343 -1 2.31916 6.59777 0.849052 1.96848 4.10025 -1 1.96763 1.78281 1.75553 1.03174 6.94956 0.0204515 1.62794
23 5 6 0.884317 0.951883 0.0401222 5.21 13.0071 0.0166458 4.7017 9.23917 0.326002 0.0636131 0.0982754 0.377267 1.24787 0.0236982 0.685538 0.0314591 0.0315488 0.435013 9.14125 0.0322289 -1 0.0517452 7.09562 0.0232281 3.31566 5.38471 0.517257 0.441601 2.53601 0.0959253 0.0942716 4.81038 0.0102936 1.1534
23 5 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
24 5 0 12.0166 0.000724587 0.236806 5.42887 4.93534 0.50123 0.160943 0.0318038 0.885212 0.517337 23.516 0.138303 0.201229 0.0379384 19.5817 0.0278939 0.0496673 8.53953 21.0143 0.0183574 -1 0.0558006 0.0131654 11.2435 2.78718 7.69785 1.18794 13.7028 0.211589 0.0391572 0.0929519 0.0398707 1.01328 0.290158
24 5 1 1.46073 0.00569395 0.105096 1.66386 8.07789 0.365607 0.0208856 2.96085 0.447546 0.306414 6.32356 0.0137131 0.673789 0.148425 14.9205 0.0438942 0.0539355 2.17201 10.0188 0.0113157 -1 0.00748153 0.00284506 0.637947 0.844503 10.5601 0.229011 6.22142 0.82028 0.239936 0.296419 0.0835295 0.176555 0.00804887
24 5 2 0.227531 0.130546 0.10785 0.729292 9.43792 0.10052 0.0810852 7.60269 0.197111 0.0149393 8.7259 0.00912441 1.02858 0.203973 1.51868 0.00721979 2.04384 5.88831 14.0903 0.0191967 -1 0.0586677 0.0312683 0.191693 3.96323 5.76863 0.20544 3.65538 0.273795 0.199536 0.00747532 0.112535 0.0612446 0.052617
24 5 3 0.266932 0.777055 0.0110285 3.04199 5.25627 0.78 0.0256886 8.40293 0.0779701 0.112664 0.610132 0.0273629 3.75397 0.0480034 2.34024 0.0254028 0.513423 2.26034 10.6109 0.0222984 -1 0.0991762 0.744329 0.575991 1.94846 3.93921 0.00479124 0.0282574 0.0807224 0.0608981 0.0712112 0.345601 0.324781 0.0785034
24 5 4 0.0521895 0.270429 0.0347027 4.73534 15.9963 0.147152 0.0846331 5.97884 0.132914 0.413289 2.92439 0.137269 4.17108 0.0391321 0.915926 0.254368 0.766216 2.81536 16.8221 0.0242952 -1 1.03504 0.242401 0.0475664 6.27569 0.806961 0.194203 1.8 3.90178 0.0232787 0.0114319 0.44852 0.0600557 0.527896
24 5 5 1.00278 2.31503 0.190158 3.83251 11.7182 0.0619684 0.24192 7.27645 0.156104 0.241446 0.907146 2.76216 4.60741 0.619918 0.554869 0.0119735 0.0640678 0.845277 11.9261 0.0888087 -1 1.08061 7.25313 0.0676423 1.44389 3.1315 -1 1.17455 0.944954 1.95071 1.56602 8.16335 0.0136831 1.15235
24 5 6 0.890784 1.12612 0.0430678 2.90635 15.231 0.0228042 0.97005 5.57075 0.0586815 0.166164 0.155483 0.23247 1.89523 0.0796085 0.362006 0.027546 0.197927 0.344669 9.74788 0.0632891 -1 0.0284372 7.77062 0.123776 2.55949 4.23541 0.294199 0.416921 1.52594 0.190671 0.0843054 5.87332 0.0327997 1.24487
24 5 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
25 4 0 3.14922 0.0334455 0.254355 2.53759 7.14461 0.693016 0.120124 0.0237358 0.105642 1.08416 8.39775 0.391559 0.146669 0.0463883 13.9606 4.84147 2.2944 2.4548 34.8802 0.0491806 -1 0.0868728 0.138129 9.81097 2.06037 7.93004 7.22147 10.9109 0.289739 0.032438 0.0902647 0.0101609 0.432946 0.200311
25 4 1 1.96961 0.00979165 0.199589 1.23372 12.7663 1.42622 0.0766001 2.00646 0.240127 0.444608 5.17789 0.0327559 0.242627 0.971179 9.48985 0.612281 14.2099 2.22632 17.1933 0.0512548 -1 0.0258296 0.019181 1.40417 0.659473 8.8014 0.483287 3.94203 0.556713 0.780946 0.440891 0.2824 0.230727 0.0350992
25 4 2 0.96725 0.0705897 0.150327 0.936362 9.5847 0.106661 0.0936794 7.04675 0.822277 0.161741 0.324119 0.00802779 0.987853 0.300413 5.48778 0.263946 8.65569 1.74239 14.7954 0.0242726 -1 0.0280885 0.0381459 0.42726 3.48696 2.84048 0.552682 6.65201 0.160724 0.146227 0.00650767 0.142363 0.0329276 0.0740793
25 4 3 0.610645 0.28997 0.00757026 2.66228 5.93226 0.882333 0.259169 6.94802 3.6215 0.331359 0.631523 0.0455183 2.81155 0.0706507 4.54786 0.101612 2.97253 3.93089 9.4323 0.0757811 -1 0.260022 0.821572 1.65651 1.95911 5.5044 0.0166581 0.134539 0.0345421 0.135599 0.144245 0.575036 0.737909 0.116792
25 4 4 0.295962 0.138998 0.0292899 4.31853 14.1596 0.194281 0.214955 4.56749 6.57234 0.626049 2.42603 0.164598 3.57836 0.0728328 1.90429 0.895479 3.8074 3.63456 14.1994 0.0600109 -1 0.50413 0.282057 0.622799 4.94952 1.16196 0.271268 2.40051 2.97262 0.0654443 0.0303707 0.714573 0.151203 0.574202
25 4 5 0.997191 0.629935 0.206155 3.95846 11.432 0.068136 0.263545 6.6581 3.56965 0.511508 0.560986 1.93787 3.7964 0.414309 1.15405 0.0452737 0.168795 2.24149 9.3319 0.055435 -1 0.87161 5.32157 0.973894 1.37059 2.72074 -1 1.46674 0.55548 1.00206 1.2741 5.76567 0.0655442 1.11688
25 4 6 0.858901 0.202573 0.0193223 1.57847 7.71376 0.00694752 0.656311 5.65477 5.49648 0.106058 0.064837 0.212159 1.17922 0.0526229 0.515387 0.0496544 0.122968 0.160477 9.07052 0.125561 -1 0.0554834 5.25176 0.0314512 2.00905 3.74992 0.169337 0.374734 1.06695 0.0745494 0.0798764 2.71519 0.0259085 0.468555
25 4 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
26 3 0 16.0292 0.0759765 0.19667 4.44359 5.52774 0.44013 0.144732 0.0562671 1.08877 1.23877 6.27475 0.632954 0.96974 0.231369 25.8928 7.16994 0.387982 2.02896 34.9884 0.0230584 -1 0.17817 0.071873 9.97758 3.12647 11.2909 10.7205 15.0185 0.889864 0.0696885 0.124376 0.0167543 0.621876 0.408636
26 3 1 7.10946 0.012111 0.605194 0.995572 22.6646 0.762758 0.420896 3.31777 0.351291 2.27497 0.980964 0.0515764 0.0656229 0.832588 17.5406 2.73918 0.52007 0.91247 16.5802 0.0610833 -1 0.0931837 0.00833457 2.36272 0.827079 11.7506 1.26244 6.92447 0.376696 1.26683 0.409518 0.361197 0.443024 0.0175505
26 3 2 1.34366 0.0388063 0.460612 0.533923 13.811 0.26626 0.498552 8.58252 0.136521 0.183702 0.576284 0.0252347 0.572094 0.264348 11.2079 1.93352 1.68877 0.905809 24.2997 0.300836 -1 0.0950011 0.0210787 0.912377 3.76171 1.42552 0.48362 4.94719 0.253276 0.413115 0.00916125 0.143882 0.152251 0.0754197
26 3 3 0.611383 0.403059 0.0293187 2.77422 11.378 1.31652 0.429164 11.2211 1.02409 0.377231 0.812014 0.0666696 2.24105 0.0896791 15.5988 0.116353 1.09437 1.65356 14.1355 0.545779 -1 2.15352 0.796646 2.96586 2.48295 4.48397 0.0415123 0.148024 0.0683564 0.576416 0.174108 0.576669 0.905415 0.13577
26 3 4 0.144939 0.0795573 0.0632911 5.78928 21.174 0.385279 1.3677 7.59059 1.10417 0.929982 2.27819 0.23386 3.68574 0.266626 5.33321 0.956196 0.703237 1.37838 22.7703 0.437632 -1 6.38421 0.135497 0.299232 7.44021 1.11147 0.392156 6.14381 3.54683 0.0641473 0.0340255 0.450147 0.233835 0.69038
26 3 5 1.74736 1.28159 0.259564 4.91723 13.4722 0.137865 0.944005 8.91955 1.67558 1.07788 1.09147 3.31338 5.60317 0.712185 4.31076 0.0332925 0.0377021 1.0714 16.3464 0.304219 -1 2.76277 6.82859 0.809247 1.92507 2.74217 -1 2.11813 0.826388 2.3518 1.07115 7.2556 0.0847419 1.51662
26 3 6 0.790725 0.421547 0.0808092 2.7264 16.4747 0.014252 2.30562 7.55105 1.00026 0.297236 0.113212 0.179414 2.06759 0.0520049 2.17428 0.0452372 0.158365 0.0864843 10.7266 0.165277 -1 0.169315 7.69749 0.042725 3.21827 4.87063 0.423164 0.403172 1.39027 0.0600417 0.120351 5.09895 0.0234714 1.0447
26 3 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
27 3 0 6.30604 0.0257753 0.256971 2.14723 6.26374 0.880178 0.0896362 0.0295667 0.222542 0.866593 11.9677 0.121639 0.107371 0.114038 18.4355 2.14119 2.3144 5.16565 28.0122 0.0451808 -1 0.0604903 0.267287 10.3413 2.06724 8.41829 7.12312 8.74171 0.127428 0.0473543 0.092945 0.00548359 0.329064 0.139003
27 3 1 2.28862 0.0106497 0.35612 0.895712 9.26274 0.506398 0.0968183 2.17043 0.184516 0.481253 1.45348 0.0364284 0.186289 1.93668 10.6584 0.400573 5.83995 1.38323 11.0143 0.0355126 -1 0.0206811 0.00929115 0.87545 0.701915 9.63981 0.683178 5.42817 0.525855 1.07632 0.300825 0.281303 0.35798 0.02601
27 3 2 1.29276 0.104535 0.184364 0.75973 8.76269 0.117715 0.14037 7.35786 0.223785 0.208807 0.310571 0.00901125 1.24433 0.521557 7.31057 0.202401 11.1769 0.708222 18.571 0.0340859 -1 0.0190053 0.0209015 0.471274 3.57278 1.5673 0.750613 5.83734 0.185297 0.157939 0.00451749 0.140384 0.0384745 0.0777291
27 3 3 0.513825 0.2776 0.0110924 2.45997 6.00082 0.711707 0.529033 7.71362 2.26068 0.302375 0.597307 0.0545884 2.87647 0.0692766 4.36441 0.0892555 3.05398 1.69862 9.3324 0.0727039 -1 0.12863 0.699123 2.05822 1.79783 6.73575 0.018244 0.1116 0.0253783 0.0844673 0.0949636 0.508486 0.390553 0.102051
27 3 4 0.101101 0.130567 0.0328566 4.08739 14.4655 0.141096 0.965356 5.20488 4.39707 0.447942 2.53028 0.175517 4.2738 0.0723916 1.92487 0.423308 2.97312 1.70699 13.9489 0.121868 -1 0.506247 0.265446 0.236045 5.27031 1.24146 0.354007 2.18473 3.43297 0.0232364 0.0205779 0.634386 0.0573641 0.484363
27 3 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
27 3 6 0.462383 0.426671 0.021765 2.45892 14.2111 0.0133204 0.951594 5.55004 1.57515 0.112318 0.0849119 0.193201 2.24673 0.067701 0.808962 0.0314145 0.183489 0.0900781 8.63013 0.0541476 -1 0.0188634 7.28633 0.028466 2.62337 4.36192 0.259699 0.335695 1.36704 0.0771542 0.0419376 4.98045 0.0134247 1.04552
27 3 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
28 4 0 14.0337 0.0449079 0.171218 5.00045 5.84333 0.256359 0.123899 0.0720774 1.9949 1.05599 16.6422 0.522412 0.64427 0.354909 20.7282 3.05497 0.0158106 7.79126 37.6392 0.0127995 -1 0.167283 0.0106746 7.88966 3.54801 8.76805 5.94147 14.8091 0.890427 0.137514 0.457689 0.0402799 0.84094 0.156687
28 4 1 2.49387 0.0090893 0.142943 1.82667 7.82113 1.03442 0.180158 3.34075 0.763793 0.352877 3.94135 0.0214005 0.111823 0.923241 23.6624 1.99598 0.0529059 6.39783 7.45891 0.00463597 -1 0.0409423 0.010111 0.568591 0.846903 5.51503 1.47015 4.79608 0.641308 0.533794 0.355583 0.201839 0.222016 0.0178298
28 4 2 0.274522 0.0750959 0.114296 0.911551 8.37888 0.123969 0.103524 7.97647 0.154733 0.0146679 2.4315 0.0172002 0.540913 0.794908 4.13788 1.31546 2.18805 4.69431 15.3265 0.0218905 -1 0.040049 0.02633 0.245282 3.95855 2.25672 0.226734 4.16782 0.867977 0.199233 0.00638496 0.0891824 0.0309047 0.0772378
28 4 3 0.539065 0.599714 0.0147816 3.3966 8.24311 0.990488 0.57191 9.21083 0.744493 0.306237 0.918756 0.0435087 2.92738 0.181799 9.61244 0.29147 0.779125 5.19705 11.4783 0.0972606 -1 6.61563 0.87368 0.92967 2.9058 3.64689 0.028918 0.0592999 0.120945 0.286435 0.210138 0.49853 0.573647 0.129987
28 4 4 0.104005 0.151391 0.0305922 5.0388 15.5701 0.127285 1.09291 6.39405 0.747888 0.366043 2.75365 0.169511 4.07947 0.0844462 2.21661 1.00124 0.649084 1.71896 16.6735 0.0687599 -1 2.38129 0.245561 0.0975917 6.27892 0.70905 0.179619 2.48454 3.86733 0.0199483 0.0166665 0.567409 0.0675107 0.513878
28 4 5 0.765476 1.72195 0.201501 4.44968 13.4169 0.0866066 0.533358 7.47137 0.337887 0.188697 0.700182 2.86593 4.76578 0.726007 2.697 0.212073 0.0557327 0.893749 12.7142 0.0766798 -1 1.45562 6.50918 0.0722623 1.78401 3.21183 -1 1.22902 0.758574 1.70535 0.916745 7.35738 0.0161426 1.30062
28 4 6 0.655761 0.676509 0.036705 3.14032 15.2416 0.0174747 0.963924 6.98244 0.116637 0.0755447 0.102918 0.184523 2.01745 0.103473 0.8133 0.188707 0.136857 0.234878 9.48706 0.0452285 -1 0.0310355 7.9446 0.0364401 2.95904 4.13554 0.274264 0.380812 1.57236 0.10553 0.187139 5.77561 0.0118789 1.20419
28 4 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
29 4 0 6.82418 0.0118776 0.327503 3.03977 5.38314 0.975885 0.128941 0.0163937 1.55402 1.65978 21.0785 0.239017 0.673492 0.26262 22.9151 2.10731 0.0136861 6.87708 25.8061 0.03165 -1 0.0699184 0.023639 7.66431 2.96841 16.0471 3.73842 9.22112 0.511084 0.0973879 0.0693029 0.0180724 0.307231 0.164645
29 4 1 1.40543 0.0163466 0.171478 0.686693 6.7508 3.52023 0.0931833 0.85044 2.10513 1.24375 9.36027 0.0127602 0.097009 0.428014 15.0721 0.142364 0.026565 5.70738 6.7114 0.00347316 -1 0.0200003 0.00586345 0.733816 0.501106 10.6718 2.82014 5.38297 0.602702 0.414219 0.390224 0.0720895 0.374225 0.0391404
29 4 2 0.514675 0.0527308 0.0856441 0.448952 6.90515 0.104891 0.0513523 4.09449 1.3708 0.00751372 5.90613 0.00541988 0.623101 0.201731 3.28716 0.0534321 0.283716 6.25538 10.4803 0.00540541 -1 0.184928 0.0130886 0.429199 3.41216 10.2063 0.175786 5.93344 1.24162 0.147171 0.00487449 0.0453403 0.084719 0.106839
29 4 3 0.446068 0.439969 0.0134255 2.72245 5.41302 0.803104 0.875325 6.32458 2.22464 0.129913 1.3972 0.0351999 2.69928 0.0538904 3.58922 0.0370851 0.232195 1.92964 7.64579 0.0328738 -1 1.64046 0.526 1.27602 2.44787 5.68852 0.0075731 0.0927017 0.582926 0.119991 0.105719 0.349881 0.363916 0.111696
29 4 4 0.0704814 0.105026 0.0474061 5.10942 14.0725 0.22158 0.690167 5.55329 1.21954 0.249139 2.86421 0.250268 4.28781 0.0273981 0.866331 0.17621 0.177204 2.09633 15.1065 0.0208069 -1 0.848163 0.162851 0.520653 7.56327 2.80122 0.145289 3.43213 6.6324 0.0176802 0.0138635 0.512926 0.0457158 0.375471
